Landkreis,LK_Einwohner,Day,DailyDeaths
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,1
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neckar-Odenwald-Kreis,143535.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,3
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,2
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,3
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,4
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,1
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,3
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neu-Ulm,174200.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,2
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,2
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,2
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,2
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,1
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neuburg-Schrobenhausen,96680.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,1
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,1
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neumünster,79487.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
Neunkirchen,132206.0,,0
